2026-06-25 15:00:30,401 INFO {'document': '3M_2015_10K', 'status': 'PROCESSING_STARTED', 'total_pages': 158}
2026-06-25 15:00:30,446 INFO {'document': '3M_2015_10K', 'page': 1, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,495 INFO {'document': '3M_2015_10K', 'page': 2, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,503 INFO {'document': '3M_2015_10K', 'page': 3, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,509 INFO {'document': '3M_2015_10K', 'page': 4, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,513 INFO {'document': '3M_2015_10K', 'page': 5, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,516 INFO {'document': '3M_2015_10K', 'page': 6, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,521 INFO {'document': '3M_2015_10K', 'page': 7, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,526 INFO {'document': '3M_2015_10K', 'page': 8, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,531 INFO {'document': '3M_2015_10K', 'page': 9, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,535 INFO {'document': '3M_2015_10K', 'page': 10, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,542 INFO {'document': '3M_2015_10K', 'page': 11, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,544 INFO {'document': '3M_2015_10K', 'page': 12, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,548 INFO {'document': '3M_2015_10K', 'page': 13, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,553 INFO {'document': '3M_2015_10K', 'page': 14, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,555 INFO {'document': '3M_2015_10K', 'page': 15, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,560 INFO {'document': '3M_2015_10K', 'page': 16, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,560 INFO {'document': '3M_2015_10K', 'page': 17, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,574 INFO {'document': '3M_2015_10K', 'page': 18, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,580 INFO {'document': '3M_2015_10K', 'page': 19, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,588 INFO {'document': '3M_2015_10K', 'page': 20, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,596 INFO {'document': '3M_2015_10K', 'page': 21, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,604 INFO {'document': '3M_2015_10K', 'page': 22, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,604 INFO {'document': '3M_2015_10K', 'page': 23, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,617 INFO {'document': '3M_2015_10K', 'page': 24, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,626 INFO {'document': '3M_2015_10K', 'page': 25, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,639 INFO {'document': '3M_2015_10K', 'page': 26, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,648 INFO {'document': '3M_2015_10K', 'page': 27, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,654 INFO {'document': '3M_2015_10K', 'page': 28, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,661 INFO {'document': '3M_2015_10K', 'page': 29, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,666 INFO {'document': '3M_2015_10K', 'page': 30, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,672 INFO {'document': '3M_2015_10K', 'page': 31, 'status': 'PAGE_STARTED'}
2026-06-25 15:00:30,674 INFO {'document': '3M_2015_10K', 'page': 32, 'status': 'PAGE_STARTED'}
